train_loss,train_accuracy,val_loss,val_accuracy
1.9574247085110064,0.21572710951526033,2.0054785336560084,0.20492635855764346
1.8045491588177316,0.2739317773788151,2.01086395279116,0.22143219908583037
1.754600032248215,0.2960502692998205,1.8750436238431738,0.2691721686135094
1.7193369322436627,0.3076481149012567,1.7672822369255035,0.30827831386490606
1.7027300920793205,0.3173070017953321,1.7414793413177676,0.3207211782630777
1.6819780571990695,0.326032315978456,1.6957792907591291,0.329862874555612
1.6649908557286008,0.3346858168761221,1.7369761650378888,0.3151345860843068
1.6499720479071243,0.33985637342908437,1.690090597399816,0.3265617064499746
1.6387206945934218,0.345278276481149,1.6963673902426655,0.34103605891315386
1.626095286290718,0.35220825852782767,1.7200435086300498,0.31081767394616555
1.616899329310926,0.35378815080789944,1.6796373592214546,0.329862874555612
1.6021804040975094,0.3591023339317774,1.6704839072246782,0.3362112747587608
1.5969872818398516,0.3622262118491921,1.6566624646244743,0.3395124428643982
1.5882552536241903,0.36394973070017955,1.6619749542189997,0.334941594718131
1.5873025084692196,0.37095152603231596,1.6783785554561539,0.3260538344337227
1.5708805957722431,0.3743626570915619,1.6353143834874697,0.3633824276282377
1.5648147292276828,0.3771633752244165,1.665971125185731,0.334941594718131
1.5623234184153938,0.37745062836624776,1.6282734224188182,0.3344337227018791
1.5522418972201075,0.38359066427289046,1.616045969217895,0.3425596749619096
1.5481154586240384,0.38251346499102334,1.6363430549258646,0.3390045708481463
1.5392468011221756,0.3937163375224417,1.6224237077149302,0.3463687150837989
1.536853604177029,0.3887612208258528,1.6339370721747517,0.3308786185881158
